,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
675,2200509,Amarante,22,PI,435.46735294117644,461.145868945869,481.5276353276354,461.7732352941176,498.74643874643874
676,2200608,Angical do Piauí,22,PI,439.55352112676053,459.86712328767123,483.0187214611872,477.8173708920188,552.2374429223744
677,2200707,Anísio de Abreu,22,PI,452.8327586206896,471.73333333333335,486.96583333333336,484.0655172413793,527.3333333333334
678,2200806,Antônio Almeida,22,PI,441.22115384615387,456.60377358490564,473.62452830188676,480.9480769230769,468.3018867924528
679,2200905,Aroazes,22,PI,437.1611111111111,450.3958620689655,468.90965517241375,453.1423611111111,527.448275862069
680,2200954,Aroeiras do Itaim,22,PI,425.24418604651163,465.7139534883721,472.7674418604651,453.73488372093027,504.1860465116279
681,2201002,Arraial,22,PI,434.97322834645666,457.046875,477.43828125,484.0606299212598,537.8125
682,2201051,Assunção do Piauí,22,PI,429.7,457.915625,460.678125,465.3366666666667,522.5
683,2201101,Avelino Lopes,22,PI,429.7899082568807,455.3738738738739,469.68468468468467,468.16422018348624,504.86486486486484
684,2201150,Baixa Grande do Ribeiro,22,PI,418.88516129032257,440.620625,456.73375,463.901935483871,474.625
685,2201176,Barra D'Alcântara,22,PI,438.67812499999997,464.1221052631579,482.4305263157895,472.95,546.1052631578947
686,2201200,Barras,22,PI,442.6382013835512,468.42330827067667,484.5578947368421,473.7396617986165,538.6616541353384
687,2201309,Barreiras do Piauí,22,PI,432.175,433.8,449.2180722891566,448.98,465.30120481927713
688,2201408,Barro Duro,22,PI,443.58,460.8517482517483,484.0972027972028,475.4885714285714,555.6643356643357
689,2201507,Batalha,22,PI,439.746875,466.1271739130435,482.3971014492754,477.4178308823529,512.2101449275362
690,2201556,Bela Vista do Piauí,22,PI,427.4432098765432,448.81573033707866,467.8415730337079,482.8913580246913,532.1348314606741
691,2201572,Belém do Piauí,22,PI,442.18823529411765,481.46338028169015,501.27746478873235,506.3411764705882,567.6056338028169
692,2201606,Beneditinos,22,PI,443.11741573033703,465.4409836065574,489.36174863387976,475.7213483146067,529.0710382513661
693,2201705,Bertolínia,22,PI,434.1949275362319,464.94265734265736,478.90909090909093,467.95579710144926,538.3216783216783
694,2201739,Betânia do Piauí,22,PI,422.10243902439026,459.8916666666667,488.49880952380954,490.00853658536585,519.047619047619
695,2201770,Boa Hora,22,PI,431.62568093385215,461.39503816793894,474.92099236641224,471.4513618677043,583.2824427480916
696,2201804,Bocaina,22,PI,454.7252100840336,475.6975806451613,500.5056451612903,504.97058823529414,577.9032258064516
697,2201903,Bom Jesus,22,PI,442.89817916970134,461.88957312806156,480.24982505248425,470.4607428987618,526.9839048285514
698,2201919,Bom Princípio do Piauí,22,PI,429.675,456.49649122807017,471.22456140350874,465.01944444444445,528.2456140350877
699,2201929,Bonfim do Piauí,22,PI,435.2625,451.7743902439024,472.74146341463415,480.9375,508.2926829268293
700,2201945,Boqueirão do Piauí,22,PI,434.13987341772156,454.5246913580247,479.76234567901236,463.64430379746835,498.2716049382716
701,2201960,Brasileira,22,PI,446.843949044586,475.103144654088,491.5918238993711,475.5509554140127,555.8490566037735
702,2201988,Brejo do Piauí,22,PI,421.51458333333335,441.7166666666667,464.44374999999997,454.8125,494.5833333333333
703,2202000,Buriti dos Lopes,22,PI,439.8134980988593,465.83437499999997,483.15,461.73117870722433,531.1397058823529
704,2202026,Buriti dos Montes,22,PI,447.4516393442623,487.49920634920636,500.2857142857143,506.16803278688525,520.7936507936508
705,2202059,Cabeceiras do Piauí,22,PI,435.52768595041323,461.4357723577236,473.030081300813,461.32892561983476,492.520325203252
706,2202075,Cajazeiras do Piauí,22,PI,427.85930232558144,444.110989010989,465.85054945054947,461.1813953488372,486.3736263736264
707,2202083,Cajueiro da Praia,22,PI,431.56055045871557,458.86379310344824,478.0077586206897,446.1706422018348,498.2758620689655
708,2202091,Caldeirão Grande do Piauí,22,PI,445.6353846153846,481.4130434782609,500.8869565217391,499.12461538461537,524.6376811594203
709,2202109,Campinas do Piauí,22,PI,426.58636363636367,457.5772727272727,466.1075757575757,466.7757575757576,541.2121212121212
710,2202117,Campo Alegre do Fidalgo,22,PI,429.0692307692307,448.11851851851856,463.1111111111111,478.8692307692308,483.7037037037037
711,2202133,Campo Grande do Piauí,22,PI,442.5298701298702,468.1573248407643,484.8350318471338,496.3668831168831,538.343949044586
712,2202174,Campo Largo do Piauí,22,PI,422.4341772151899,443.73493975903614,459.5698795180723,458.41645569620255,440.96385542168673
713,2202208,Campo Maior,22,PI,454.81961924907455,483.24271047227927,497.44460985626284,490.73342147012164,565.8521560574949
714,2202251,Canavieira,22,PI,409.841935483871,437.4612903225806,464.6258064516129,470.34838709677416,398.06451612903226
715,2202307,Canto do Buriti,22,PI,447.95846153846156,470.6185628742515,491.2874251497006,474.1732307692307,518.2035928143713
716,2202406,Capitão de Campos,22,PI,441.993439716312,466.0446771378708,480.0233856893543,486.63368794326243,526.2478184991274
717,2202455,Capitão Gervásio Oliveira,22,PI,437.83478260869566,470.7739130434782,480.90000000000003,475.60434782608695,576.0869565217391
718,2202505,Caracol,22,PI,434.96603773584906,457.33518518518514,480.2481481481482,471.6283018867924,511.2962962962963
719,2202539,Caraúbas do Piauí,22,PI,449.37936507936513,473.428125,488.60625,463.7349206349206,558.4375
720,2202554,Caridade do Piauí,22,PI,442.7602409638554,457.97362637362636,476.25934065934064,485.5493975903614,514.2857142857143
721,2202604,Castelo do Piauí,22,PI,452.71861111111116,489.4197297297297,501.7859459459459,494.4291666666667,583.1891891891892
722,2202653,Caxingó,22,PI,430.6873949579832,454.81612903225806,478.56693548387096,473.4697478991597,513.2258064516129
723,2202703,Cocal,22,PI,461.17419354838705,486.7438746438747,499.4706552706553,495.6639296187683,580.911680911681
724,2202711,Cocal de Telha,22,PI,444.43300000000005,485.74278606965174,495.13731343283587,484.42,551.7412935323383
725,2202729,Cocal dos Alves,22,PI,495.9263565891473,523.2916030534351,524.1763358778626,580.4162790697674,627.6335877862596
726,2202737,Coivaras,22,PI,422.52258064516127,451.9040404040404,468.48080808080806,462.56666666666666,490.90909090909093
727,2202752,Colônia do Gurguéia,22,PI,440.22289156626505,459.3132183908046,476.69195402298845,474.09698795180725,520.1149425287356
728,2202778,Colônia do Piauí,22,PI,429.89119496855346,443.07716049382714,467.708024691358,462.9421383647799,496.7901234567901
729,2202802,Conceição do Canindé,22,PI,428.98017241379307,447.4434426229508,457.23032786885244,452.9862068965517,405.73770491803276
730,2202851,Coronel José Dias,22,PI,432.7142857142857,459.1335664335665,468.9503496503496,461.20214285714286,501.2587412587413
731,2202901,Corrente,22,PI,431.074077046549,452.7824167312161,466.47877614252513,456.4071428571429,505.43764523625094
732,2203008,Cristalândia do Piauí,22,PI,426.8648,455.7353846153846,477.89923076923077,456.676,530.0
733,2203107,Cristino Castro,22,PI,440.480412371134,460.552736318408,479.2746268656716,480.3572164948454,529.1542288557214
734,2203206,Curimatá,22,PI,444.34639639639636,463.39513274336286,478.7933628318584,483.7018018018018,538.3185840707964
735,2203230,Currais,22,PI,428.56607142857143,460.20517241379315,472.13965517241377,455.8803571428571,451.7241379310345
736,2203255,Curralinhos,22,PI,440.48809523809524,441.6651162790697,468.1418604651162,449.5547619047619,447.90697674418607
737,2203271,Curral Novo do Piauí,22,PI,428.7,442.87142857142857,460.4107142857143,511.5083333333334,465.0
738,2203305,Demerval Lobão,22,PI,447.6716088328076,470.479375,494.65718749999996,484.9274447949527,545.0625
739,2203354,Dirceu Arcoverde,22,PI,428.7977777777778,463.4673913043478,480.55217391304353,464.39666666666665,474.1304347826087
740,2203404,Dom Expedito Lopes,22,PI,458.62525252525256,472.60653266331656,494.1311557788945,504.3984848484848,571.2562814070352
741,2203420,Domingos Mourão,22,PI,439.4011494252874,472.4831460674157,492.9797752808988,486.0609195402299,519.5505617977528
742,2203453,Dom Inocêncio,22,PI,410.4125,438.3164179104478,460.1373134328358,464.0328125,464.4776119402985
743,2203503,Elesbão Veloso,22,PI,439.37782258064516,457.139453125,473.123828125,473.00967741935483,506.953125
744,2203602,Eliseu Martins,22,PI,438.4252252252252,443.31403508771933,471.109649122807,467.19279279279283,529.1228070175439
745,2203701,Esperantina,22,PI,440.9100574712644,471.27935843793585,490.43528591352856,481.4037356321839,528.8981868898187
746,2203750,Fartura do Piauí,22,PI,438.95490196078435,464.55686274509804,472.07647058823534,472.7352941176471,505.88235294117646
747,2203800,Flores do Piauí,22,PI,426.87199999999996,455.50925925925924,487.1074074074074,457.55199999999996,524.074074074074
748,2203859,Floresta do Piauí,22,PI,437.5904761904762,454.0123076923077,477.4553846153846,486.73809523809524,518.4615384615385
749,2203909,Floriano,22,PI,456.9231544619034,479.27107674685,494.7570160366552,490.178624369997,555.1890034364261
750,2204006,Francinópolis,22,PI,428.76880733944955,437.7482142857143,469.26071428571424,472.5110091743119,486.60714285714283
751,2204105,Francisco Ayres,22,PI,425.412,450.39761904761906,469.9793650793651,467.9064,520.952380952381
752,2204154,Francisco Macedo,22,PI,431.65500000000003,447.74047619047616,458.4428571428571,471.55,453.8095238095238
753,2204204,Francisco Santos,22,PI,463.00050505050507,484.1990338164251,500.92318840579713,532.0540404040404,552.8502415458937
754,2204303,Fronteiras,22,PI,460.81476190476195,485.6506912442396,496.5958525345622,498.4847619047619,589.4930875576036
755,2204352,Geminiano,22,PI,438.4326388888889,456.9918367346939,484.6442176870748,480.0354166666667,550.204081632653
756,2204402,Gilbués,22,PI,440.9840909090909,472.418115942029,481.02681159420285,460.52272727272725,494.92753623188406
757,2204501,Guadalupe,22,PI,447.5824175824176,469.1240837696335,492.09581151832464,464.532967032967,534.4502617801047
758,2204550,Guaribas,22,PI,431.9,432.025,453.62,464.91621621621624,537.0
759,2204600,Hugo Napoleão,22,PI,420.0975609756098,446.58255813953485,473.8825581395349,461.6817073170732,509.06976744186045
760,2204659,Ilha Grande,22,PI,446.87298245614033,471.10171821305846,485.14261168384877,466.4414035087719,519.2439862542956
761,2204709,Inhuma,22,PI,450.57793696275075,473.18571428571425,493.4490196078431,481.27449856733523,537.1428571428571
762,2204808,Ipiranga do Piauí,22,PI,455.36511627906975,475.8075471698113,490.3509433962264,489.27596899224807,569.2830188679245
763,2204907,Isaías Coelho,22,PI,427.98999999999995,466.31125000000003,479.1125,463.32,538.0
764,2205003,Itainópolis,22,PI,432.0692660550459,460.8073059360731,482.4789954337899,476.59495412844035,558.9041095890411
765,2205102,Itaueira,22,PI,444.3142076502732,459.7118279569892,477.73279569892475,477.08469945355193,533.8709677419355
766,2205151,Jacobina do Piauí,22,PI,427.8462068965517,430.19251700680275,453.22585034013605,470.7744827586207,524.7619047619048
767,2205201,Jaicós,22,PI,441.7928813559322,466.2805369127517,492.02449664429525,484.6945762711864,542.4161073825503
768,2205250,Jardim do Mulato,22,PI,440.9307692307693,459.3561904761905,475.82380952380953,489.7692307692308,521.1428571428571
769,2205276,Jatobá do Piauí,22,PI,424.14761904761906,466.6431818181818,482.0871212121212,463.53968253968253,514.5454545454545
770,2205300,Jerumenha,22,PI,430.24234234234234,446.82758620689657,471.92758620689654,452.76576576576576,462.7586206896552
771,2205359,João Costa,22,PI,425.4035714285714,439.5464285714285,463.5392857142857,435.21785714285716,473.57142857142856
772,2205409,Joaquim Pires,22,PI,444.65205479452055,469.5952380952381,482.6320346320346,474.3228310502283,523.2900432900433
773,2205458,Joca Marques,22,PI,433.1941176470588,469.0845070422535,481.2323943661972,476.08235294117645,504.50704225352115
774,2205508,José de Freitas,22,PI,445.3853080568721,470.53576388888894,489.9306712962963,475.91054502369667,529.9768518518518
775,2205516,Juazeiro do Piauí,22,PI,440.88582677165357,465.6992366412214,485.8702290076336,476.13464566929133,512.0610687022901
776,2205524,Júlio Borges,22,PI,436.04285714285714,466.56901408450705,471.87042253521133,472.84000000000003,525.9154929577464
777,2205532,Jurema,22,PI,444.2236111111111,446.40263157894736,475.55,482.09027777777777,498.94736842105266
778,2205540,Lagoinha do Piauí,22,PI,442.7396551724138,457.69180327868855,471.8590163934426,488.3965517241379,531.4754098360655
779,2205557,Lagoa Alegre,22,PI,450.73254437869826,484.5858823529412,490.55411764705883,492.2254437869823,579.8823529411765
780,2205565,Lagoa do Barro do Piauí,22,PI,435.8,438.5513888888889,465.1291666666667,459.3353846153846,475.8333333333333
781,2205573,Lagoa de São Francisco,22,PI,457.1259493670886,476.68765432098763,489.5481481481482,480.07215189873415,569.6296296296297
